ingredient1,ingredient2,recipe_id,partition
walnut,toasted_hazelnut,78d6bd97aa,train
flour,white_whole_wheat_flour,78dbea3cd9,train
oil,applesauce,78dbea3cd9,train
vanilla_bean,white_wine,78de78c284,test
water,pasta,78df7b26cd,train
broth,water,78df7b26cd,train
bean,sorghum_flour,78e5724ae0,val
liquid,stock,78e69876c9,train
flour,gluten,78e8a15dfa,train
dried_fruit,nut,78ecc50202,train
wheat_flour,amaranth_flour,78ed84ec69,val
bread,corn,78f3f2ce9d,train
corn,bread,78f3f2ce9d,train
soup,liquid,78fd058182,train
apple_juice_concentrate,milk,7903149b4f,val
cream_of_mushroom_soup,pork_chop,790805469f,train
onion,cream_of_mushroom_soup,790805469f,train
mushroom,onion,790805469f,train
almond_extract,poppy_seed,790b6525a8,train
vanilla,almond_extract,790b6525a8,train
orange,orange_peel,790b6525a8,train
liquor,orange,790b6525a8,train
vanilla,liquor,790b6525a8,train
egg_white,meringue_powder,790be36589,test
chocolate,mint,7910e48cc9,test
nut,chocolate,7910e48cc9,test
cream,fruit_juice,791339cdac,train
jelly,apple,791e6544da,train
ground_ginger,ground_cinnamon,79248bcb42,test
bouillon_cube,water,7926b6c964,train
milk,sugar,7927702fb9,train
frisee,mache,7939774191,val
watercress,frisee,7939774191,val
sunflower_seed,nut,7939851255,train
cheese,sunflower_seed,7939851255,train
celery_seed,celery,793a57d42a,train
water,fat_free_chicken_broth,79436bc2ec,val
celery,mushroom,794ee75d21,test
carrot,celery,794ee75d21,test
yogurt,soft_tofu,79550d4570,train
cauliflower,broccoli,795828499c,train
mixed_green,dandelion_green,795da00e4b,train
arugula,mixed_green,795da00e4b,train
peanut_butter_chip,white_chocolate_chip,795e175268,train
almond,peanut_flour,7961b4da6f,train
juice,lime_zest,7962df0a44,train
vinegar,juice,7962df0a44,train
rosemary,fresh_thyme,7962df0a44,train
basil,rosemary,7962df0a44,train
relish,basil,7962df0a44,train
vegetable_oil,butter,7966fef0c9,test
whipping_cream,whipped_topping,79758a9347,train
corn_tortilla,flour,7975cb7866,val
wheat,corn_tortilla,7975cb7866,val
macaroni,pasta,797c4d3a7f,train
hot_pepper,green_onion,797dbfb758,train
bean,vegetable,797e1e0e9a,train
sweet_potato,yam,797ea03a8b,train
almond_syrup,rose_water,7981c7a7ca,train
rose_water,almond_milk,7981c7a7ca,train
rose_syrup,rose_water,7981c7a7ca,train
mint_leaf,syrup,7981c7a7ca,train
syrup,rose_water,7981c7a7ca,train
rose_water,mint,7981c7a7ca,train
mint,water,7981c7a7ca,train
rose_water,orange_blossom_water,7981c7a7ca,train
rose_water,water,7981c7a7ca,train
bread,milk,798c30f156,test
wheat,flour,7990ee0338,train
salt,sea_salt,79913abf41,train
prosciutto,sausage,7992e1fd45,train
milk,cream,7993006f46,val
meat,broth,79989eb223,train
bean,vegetable,799f22742d,val
carrot,celery,799feea895,train
tofu,carob_chip,79a39003c8,train
chocolate,tofu,79a39003c8,train
butter,olive_oil,79a593d4e0,train
boiling_onion,onion,79a593d4e0,train
chicken,seafood,79a7de31ab,train
egg,egg_substitute,79b13e0499,train
prickly_pear,kiwi_fruit,79b7f3016b,train
beef,ground_turkey,79c1da9a89,val
apple,banana,79c1e96412,val
cream_of_wheat,cereal,79c1e96412,val
balsamic_vinegar,chicken_broth,79c7709756,train
red_wine,balsamic_vinegar,79c7709756,train
chicken_broth,raisin,79c7709756,train
wine,chicken_broth,79c7709756,train
olive,wine,79c7709756,train
garlic,olive,79c7709756,train
chicken_part,beef_bone,79ca3b755f,train
pepper,garlic,79cd0444b9,train
stock,vegetable,79df203df6,train
broth,stock,79df203df6,train
water,broth,79df203df6,train
oil,cream,79e5322567,train
sugar,oil,79e5322567,train
egg_white,sugar,79e5322567,train
parsley,cilantro,79e6cab4fe,train
roll,baguette,79e783ea37,val
olive_oil,garlic,79ea9e6db6,val
mint,vanilla,79ef5cf9e9,train
stock,juice,79f3592e9c,train
water,stock,79f3592e9c,train
milk,water,79f3592e9c,train
cake,chocolate,79f37382aa,train
juice,liquor,79f3d2dede,train
ice,juice,79f3d2dede,train
green,red_pepper,79f743a0fc,val
bean,potato,79fbc09e5e,train
okra,kabocha_squash,79fd29d954,val
pepper,okra,79fd29d954,val
onion,garlic_clove,7a01210bd1,train
pot_roast,juice,7a02b3e7ba,val
pineapple_juice,crushed_pineapple,7a034ebdd8,val
water,ice_water,7a06894f27,val
applesauce,oil,7a0a4311ff,train
butter,applesauce,7a0a4311ff,train
margarine,butter,7a0a4311ff,train
garlic_powder,onion,7a17ddb027,train
garlic_clove,ginger,7a1ab24087,train
chicken_fat,oil,7a1ab24087,train
bacon_fat,chicken_fat,7a1ab24087,train
lard,bacon_fat,7a1ab24087,train
butter,canola_oil,7a1f7ea10c,train
chocolate_chip,peanut_butter_chip,7a23906918,train
pistachio,walnut,7a27ca940f,train
pine_nut,pistachio,7a27ca940f,train
butter,olive_oil,7a28de7763,val
egg_yolk,egg,7a28de7763,val
water,canned_pumpkin_puree,7a31369819,train
cilantro,italian_parsley,7a3b2671e6,train
granulated_sugar,flour,7a40e0898f,train
apricot,peach,7a46f229b2,train
peach,apricot,7a46f229b2,train
meat,chicken,7a477b6208,train
sweetened_condensed_milk,milk,7a4ecaa34f,train
batter,green_tea_leaf,7a5328b1c2,train
bean,batter,7a5328b1c2,train
pork,fried_rice,7a548fb91d,val
fried_rice,chicken,7a548fb91d,val
chicken,pork_loin,7a548fb91d,val
pork,shrimp,7a548fb91d,val
shrimp,fried_rice,7a548fb91d,val
chicken,small_shrimp,7a548fb91d,val
cupcake,cake,7a57caa7a3,train
powdered_milk,water,7a596e75ce,train
egg,cooked_bacon,7a5acb4ce5,val
liqueur,milk,7a5ae6e065,train
parsley,oil,7a622d90df,train
oil,chive,7a622d90df,train
garlic,powdered_ginger,7a7548901b,train
peppermint,clove,7a7b4e0dfe,train
herb,cheese,7a858d5385,train
broccoli,asparagus,7a92c5edb0,train
water,vodka,7a93822562,train
cooky,water,7a93822562,train
water,juice,7a945cd6de,train
milk,water,7a9aff2386,val
broth,rice,7a9c3a6b6b,train
water,broth,7a9c3a6b6b,train
sugar,simple_syrup,7aa301c8b1,train
water,sugar,7aa301c8b1,train
armagnac,prune,7aaad73058,train
prune,armagnac,7aaad73058,train
raisin,prune,7aaad73058,train
whipped_cream,dried_plum,7aaad73058,train
chocolate,whipped_cream,7aaad73058,train
orange_juice,rice,7ab55d1d0e,train
cinnamon,pumpkin_pie_spice,7ac38e810c,test
olive_oil,bacon,7ac61303ad,test
butter,olive_oil,7ac61303ad,test
wasabi,butter,7ac61303ad,test
grape_juice,cake,7ac6e903f2,train
water,grape_juice,7ac6e903f2,train
cake,water,7ac6e903f2,train
roasted_garlic,aioli,7ac87a23cc,val
aioli,garlic,7ac87a23cc,val
canned_chicken,chicken,7ad1c37966,val
chicken_breast,canned_chicken,7ad1c37966,val
canned_corn,corn_kernel,7adb15c020,train
pepper,vegetable,7adb2428fa,train
vegetable,pepper,7adb2428fa,train
butter,cheese,7ae994b9d3,val
chicken,vegetable_stock,7aeac9c533,val
gelatin,gelatin_powder,7af3165428,train
milk,buttermilk,7af92b6ffe,val
tomato,canned_whole_tomato,7af9ffc993,train
turkey,cheese,7b002314a0,train
gelatin,ginger_ale,7b0b64ef49,test
cream,coconut,7b0d887bde,train
whipped_cream,cream,7b0d887bde,train
sweet_cream,whipped_cream,7b0d887bde,train
carrot,corn,7b1b0de48c,train
vanilla_bean,extract,7b1b92e3d5,test
clove,baharat,7b215b1a98,train
corn,flour_tortilla,7b22f9323a,train
pancake_syrup,maple_syrup,7b2386ab41,train
flour,potato_starch,7b29d0c3df,train
parmesan_cheese,flour,7b29d0c3df,train
breadcrumb,parmesan_cheese,7b29d0c3df,train
black_pepper,cayenne_pepper,7b29d0c3df,train
lime_juice,lime_curd,7b2d1986af,test
lime_peel,lime_juice,7b2d1986af,test
coconut,creamed_coconut,7b2f9ec1f6,train
cream,coconut,7b2f9ec1f6,train
onion_powder,italian_seasoning,7b2fb13883,train
fresh_onion,onion_powder,7b2fb13883,train
onion,fresh_onion,7b2fb13883,train
apricot,mango,7b35eb6cad,test
oatmeal,matzo_meal,7b3d3b6e62,train
breadcrumb,oatmeal,7b3d3b6e62,train
matzo_farfel,breadcrumb,7b3d3b6e62,train
rice,matzo_farfel,7b3d3b6e62,train
dried_blueberry,raisin,7b3d4e447b,train
dried_cherry,dried_blueberry,7b3d4e447b,train
dried_currant,dried_cherry,7b3d4e447b,train
swiss_cheese,fat,7b450e96fb,train
milk,swiss_cheese,7b450e96fb,train
whole_wheat_flour,milk,7b450e96fb,train
red_bell_pepper,green,7b4626b379,train
tomato,red_bell_pepper,7b4626b379,train
beef,cooked_chicken,7b4b3b0678,train
butter,margarine,7b50461cd6,train
bacon,butter,7b50461cd6,train
turkey,bacon,7b50461cd6,train
bacon,turkey,7b50461cd6,train
soy_sauce,salt,7b5447df4a,train
wheat,soy_sauce,7b5447df4a,train
cheddar_cheese,sharp_cheddar_cheese,7b56bdc270,train
red_bell_pepper,chicken,7b5b7c1d74,train
salsa_verde,salsa,7b5b7c1d74,train
fresh_fig,dried_fig,7b70acbcd7,train
rum,cake_mix,7b733cdf04,test
water,rum,7b733cdf04,test
paprika,cayenne,7b78f0b0cd,val
mayonnaise,bread,7b81889972,train
salt,flour,7b8f135c96,train
vegetable_oil,bacon_grease,7b9885bef8,train
bacon_grease,vegetable_oil,7b9885bef8,train
vinegar,bacon_grease,7b9885bef8,train
sugar,vinegar,7b9885bef8,train
sugar,brown_sugar,7b9c89e379,train
sausage,ground_beef,7bb05e7be0,train
cheddar_cheese,sausage,7bb05e7be0,train
breakfast_sausage,pork_sausage,7bb2c89757,train
pork_sausage,breakfast_sausage,7bb2c89757,train
almond_flour,gluten,7bbbd4ef28,train
gluten_free_baking_mix,almond_flour,7bbbd4ef28,train
whole_wheat_flour,gluten_free_baking_mix,7bbbd4ef28,train
cheese,juice,7bbe8853df,train
blackberry,fresh_raspberry,7bbea76c6b,train
peach,blackberry,7bbea76c6b,train
shortening,butter,7bc651c821,train
milk,tomato_sauce,7bcb4ba566,train
gravy,milk,7bcb4ba566,train
pastry_flour,flour,7bdb3fbaa2,train
flour,pastry_flour,7bdb3fbaa2,train
cookie,ice_cream,7be1f9555d,test
brandy,ginger_snap,7be93bf653,train
ginger_snap,vanilla_wafer,7be93bf653,train
basil,baby_spinach,7bec600594,train
prosciutto,basil,7bec600594,train
tomato,prosciutto,7bec600594,train
dumpling,chicken,7becf5daed,train
flour_tortilla,dumpling,7becf5daed,train
dumpling,flour_tortilla,7becf5daed,train
rutabaga,turnip,7bf98657e9,train
root_vegetable,rutabaga,7bf98657e9,train
carrot,root_vegetable,7bf98657e9,train
vinegar,milk,7bf98bee94,train
graham_cracker,chocolate_wafer_cooky,7c0c5521b7,val
sage,mint,7c0da8a961,train
thyme,sage,7c0da8a961,train
crescent_roll,puff_pastry,7c13448e6f,val
chicken,beef,7c15fed465,train
dried_sour_cherry,nut,7c19862d81,train
rum,vodka,7c2b7e2337,train
butter,cake,7c32a41733,test
cake,butter,7c32a41733,test
cupcake,cake,7c32a41733,test
beef,ground_beef,7c34e3883b,train
pork,beef,7c34e3883b,train
crab,shrimp,7c37bd43d3,train
soft_breadcrumb,breadcrumb,7c397e2c0a,val
gorgonzola,cheese,7c4593fdf6,train
cheese,cream_cheese,7c4593fdf6,train
vanilla_bean,vanilla_extract,7c47fcab3b,train
cinnamon_stick,ground_cinnamon,7c47fcab3b,train
paper_towel,parchment_paper,7c4a055415,train
oil,mayonnaise,7c4a3fed8d,val
water,broth,7c581b91b9,train
broth,water,7c581b91b9,train
oil,maple_syrup,7c5e1d6c0e,train
coffee,oil,7c5e1d6c0e,train
apple_cider_vinegar,coffee,7c5e1d6c0e,train
vanilla,apple_cider_vinegar,7c5e1d6c0e,train
sausage,bacon,7c611b0018,val
toast,chicken,7c7dd7a83d,test
truffle,vanilla,7c7de7887c,test
vanilla_bean,truffle,7c7de7887c,test
bourbon,vanilla_bean,7c7de7887c,test
vanilla_bean,bourbon,7c7de7887c,test
bourbon,white_chocolate,7c7de7887c,test
vanilla,bourbon,7c7de7887c,test
white_chocolate,truffle,7c7de7887c,test
bittersweet_chocolate,white_chocolate,7c7de7887c,test
bourbon,milk_chocolate,7c7de7887c,test
milk_chocolate,truffle,7c7de7887c,test
bittersweet_chocolate,milk_chocolate,7c7de7887c,test
salt,soup_stock,7c7dfb836c,val
sugar,salt,7c7dfb836c,val
water,sugar,7c7dfb836c,val
soup,broth,7c8c40d7be,train
blue_cheese,cheese,7c975b00f0,train
cheese,blue_cheese,7c975b00f0,train
mashed_banana,cooky,7c9d6436ac,train
fat,mashed_banana,7c9d6436ac,train
applesauce,banana,7c9d6436ac,train
ice_cube,coffee,7ca1790720,train
kefir,milk,7cbe3a2dcb,train
cream,kefir,7cbe3a2dcb,train
water,stock,7cc3cdea8d,val
stock,water,7cc3cdea8d,val
chile,spinach,7cd0cd90c4,train
beef,chicken,7cd80a68de,val
pork,beef,7cd80a68de,val
shrimp,pork,7cd80a68de,val
brandy,marsala_wine,7cda1caae9,train
sugar,cinnamon,7cda917e26,train
batter,sugar,7cda917e26,train
frosting,batter,7cda917e26,train
mayonnaise,whipped_cream,7cdeba94c3,val
macaroni,cooked_rice,7cdeba94c3,val
walnut,pecan,7ce4b5585c,val
coconut,walnut,7ce4b5585c,val
buttermilk,lemon,7ce4b6e1a0,test
batter,cake,7ce4ca45fa,train
chicken,meat,7ce5142d1a,test
butter,green_onion,7ce586f39d,train
bacon_dripping,butter,7ce586f39d,train
instant_coffee,coffee,7cecb45d03,train
beef,ground_lamb,7cefe7c9cc,val
blueberry,pie_filling,7cf792e69a,train
butter,margarine,7cf8c39901,train
milk,butter,7cf8c39901,train
salt,coarse_sugar,7cfc744f94,test
raspberry,pear,7cff83f890,val
blackberry,raspberry,7cff83f890,val
mashed_banana,peanut,7d01394708,train
potato,turnip,7d02163038,train
chicken,ham,7d0b6452b6,train
turkey,chicken,7d0b6452b6,train
ground_ginger,ground_cinnamon,7d0d9f6da1,train
champagne,cider,7d154d01cb,train
vanilla,almond_extract,7d15986090,train
shortening,olive_oil,7d179f481d,test
all_purpose_flour,bread_flour,7d179f481d,test
pear,cider,7d21c9de9f,train
cider,pear,7d21c9de9f,train
apple_cider,cider,7d21c9de9f,train
calvados,pear,7d21c9de9f,train
dried_pear,calvados,7d21c9de9f,train
dried_apple,dried_pear,7d21c9de9f,train
wheat,flour,7d2b38e258,train
curry_powder,cayenne_pepper,7d2e061d10,train
water,fresh_water,7d2e38074f,train
fresh_water,water,7d2e38074f,train
peanut_butter,almond_butter,7d3078a25d,train
lime_juice,lemon_juice,7d32eb63d4,train
vegetable_soup,chicken,7d34ec80e1,train
chicken_noodle_soup,vegetable_soup,7d34ec80e1,train
buttermilk,caramel,7d363a9d79,train
brown_sugar,buttermilk,7d363a9d79,train
sugar,brown_sugar,7d363a9d79,train
honey,toast,7d3c7ae766,train
granulated_sugar,honey,7d3c7ae766,train
jam,granulated_sugar,7d3c7ae766,train
meat,italian_turkey_sausage,7d3f4cf0d1,val
fruit_leather,fruit,7d462a8ad0,test
flour,bread,7d4be9662c,train
cooking_wine,rice_wine,7d4e08ac45,train
soy_sauce,cooking_wine,7d4e08ac45,train
vegetable_oil,flavored_oil,7d5276e493,train
oil,butter,7d5306dfde,train
fruit,fat,7d58d1a9ec,train
pork_rind,bread,7d5e0e10a4,train
fresh_ginger,cilantro,7d5e28337e,train
honey,fresh_ginger,7d5e28337e,train
brown_sugar,honey,7d5e28337e,train
yogurt,apple,7d6dad781a,train
milk,yogurt,7d6dad781a,train
vanilla_ice_cream,milk,7d6dad781a,train
yogurt,vanilla_ice_cream,7d6dad781a,train
green_apple,quince,7d6f29426f,val
oat_bran,banana,7d704bbe22,test
muffin,oat_bran,7d704bbe22,test
banana,muffin,7d704bbe22,test
pumpkin,banana,7d704bbe22,test
apple,muffin,7d704bbe22,test
pumpkin,apple,7d704bbe22,test
pumpkin_pie_spice,apple_pie_spice,7d704bbe22,test
crouton,corn_tortilla,7d7aa8f9ee,train
meat,crab,7d7e3baabf,train
bacon,meat,7d7e3baabf,train
pear,tomato,7d7f5480da,train
glaze,passion_fruit,7d80a7be96,train
apricot,glaze,7d80a7be96,train
glaze,apricot,7d80a7be96,train
milk,parchment_paper,7d8166b933,train
egg,milk,7d8166b933,train
shrimp,scallop,7d83651bcf,train
chutney,pepper,7d86ee4a43,train
hot_pepper_sauce,chutney,7d86ee4a43,train
veggie_crumbles,seitan,7d8cde2ef7,test
meat,veggie_crumbles,7d8cde2ef7,test
blueberry,strawberry,7d976562d6,train
fruit_jam,blueberry,7d976562d6,train
peach,pear,7d9909ebcc,train
cold_water,fruit_juice,7da11958bf,train
pepper,mushroom,7dad1768fc,train
seafood,pepper,7dad1768fc,train
tomato_sauce,seafood,7dad1768fc,train
ground_beef,shrimp,7db272e994,train
chicken,ground_beef,7db272e994,train
peanut_butter,fat,7dbe78e1e0,val
powdered_sugar,cream_cheese,7dbf01a3c4,train
frosting,powdered_sugar,7dbf01a3c4,train
white_sugar,honey,7dbf01a3c4,train
roll,egg,7dc5523e25,val
tofu,roll,7dc5523e25,val
lemon_juice,mayonnaise,7dc55f9267,train
evaporated_milk,egg_white,7dc57dcfba,train
sugar,butter,7dc7509f74,val
puree,broth,7dc80b52d4,train
plantain,puree,7dc80b52d4,train
pistachio,dried_cranberry,7dcd44acaf,val
chocolate,pistachio,7dcd44acaf,val
chocolate,almond,7dcd44acaf,val
salt,chocolate,7dcd44acaf,val
flavoring,fondant,7dd9779244,test
water,flavoring,7dd9779244,test
sour_milk,buttermilk,7de654aa0b,train
banana,cake,7dea5a3217,train
cake,vanilla,7dea5a3217,train
vanilla,flavoring,7dea5a3217,train
pear,apricot,7df02143cf,test
candy,white_chocolate,7df03ad2ee,val
ham,sausage,7df1171bc2,train
sugar,coconut,7e021fb312,train
brown_sugar,sugar,7e021fb312,train
rum,walnut,7e0743f58c,val
walnut,rum,7e0743f58c,val
vegetable,spinach,7e0a35b80d,test
spinach,broccoli,7e0a35b80d,test
broccoli,bok_choy,7e0a35b80d,test
chicken,pork,7e0a889830,val
ice,ice_cube,7e0fb54e1d,train
water,ice,7e0fb54e1d,train
blueberry,pie_filling,7e18ff7eef,train
lima_bean,bean,7e1f21c5a7,train
fava_bean,lima_bean,7e1f21c5a7,train
garlic,clove,7e23d2f0f7,test
sugar,roll,7e258e49b4,train
lemon,orange,7e2a9c5de8,train
grapefruit,lemon,7e2a9c5de8,train
fruit,stick,7e3546c217,test
unsalted_margarine,granny_smith_apple,7e3c838159,val
vegetable_shortening,unsalted_margarine,7e3c838159,val
berry,melon,7e405e0255,train
fruit,berry,7e405e0255,train
marjoram,summer_savory,7e43be4abc,train
parsley,marjoram,7e43be4abc,train
basil,parsley,7e43be4abc,train
chayote,zucchini,7e4cc1f08e,train
green,chayote,7e4cc1f08e,train
papaya,green,7e4cc1f08e,train
gooseberry,rhubarb,7e50520c0d,test
cooked_rice,shrimp,7e53112c80,val
roll,cooked_rice,7e53112c80,val
vegetable,cheese,7e5b9a1d94,train
cheese,roll,7e5b9a1d94,train
mashed_banana,applesauce,7e5d28c863,train
rum_extract,rum,7e5f17fcfd,train
lemon_pepper,salt,7e5f5ad5a4,train
black_pepper,lemon_pepper,7e5f5ad5a4,train
lemon_pepper,black_pepper,7e5f5ad5a4,train
salt,cumin,7e67f60912,train
honey,agave_nectar,7e691c1a56,train
frozen_blueberry,blueberry,7e7d2a8043,train
skim_milk,buttermilk,7e833d6764,train
walnut,pecan,7e8f2ac915,train
almond,walnut,7e8f2ac915,train
beef,chicken,7e8fa77d48,test
fish,beef,7e8fa77d48,test
beef_broth,chicken_broth,7e9904f7e8,val
soup,beef_broth,7e9904f7e8,val
bread,wrap,7e9c853fb8,train
chickpea,honey,7e9fea5855,train
fat,cream,7ea37c3c32,train
oil,fat,7ea37c3c32,train
butter,oil,7ea37c3c32,train
chive,rosemary,7ea7064a28,val
herb,chive,7ea7064a28,val
parsley,herb,7ea7064a28,val
oregano,herb,7ea767e9de,train
potato,mashed_potato,7eadbad329,val
mashed_potato,potato,7eadbad329,val
dark_rum,bourbon,7ebf3a5cf3,val
chive,onion,7ec16c66c2,val
agave_nectar,honey,7ec1e19834,train
buttermilk,sour_milk,7ec3b3870f,val
almond_powder,hazelnut,7eca41a0d0,train
green_onion,bacon_bit,7ecdf6d946,train
onion_powder,green_onion,7ecdf6d946,train
cheddar_cheese,onion_powder,7ecdf6d946,train
mustard_green,broccoli_rabe,7ed20be556,train
ground_turkey,chili,7ed3806317,train
ground_beef,ground_turkey,7ed3806317,train
vanilla,flavoring,7ed4b0c500,train
pea,bean,7eedf86895,train
meat,raw_potato,7eedf86895,train
lemon_juice,roll,7eedf86895,train
chicken_broth,lemon_juice,7eedf86895,train
sweet_and_sour_sauce,chicken_broth,7eedf86895,train
egg,cream,7ef04f3318,val
cocoa,egg,7ef04f3318,val
herb,oregano,7ef995028b,train
salt,herb,7ef995028b,train
mint,angelica,7f001e699d,train
tangerine,grapefruit,7f001e699d,train
orange,tangerine,7f001e699d,train
fat,light_cream_cheese,7f0226f31f,train
greek_yogurt,fat,7f0226f31f,train
cake,potato,7f02d472fb,val
basil,pasta,7f07271dca,train
oregano,basil,7f07271dca,train
onion_powder,oregano,7f07271dca,train
gravy,milk,7f0aace876,train
milk,cream,7f0aace876,train
sour_cream,mayonnaise,7f0d89c00f,train
lemon_juice,almond_extract,7f14ef0a09,train
egg,tomato,7f17e67f11,test
wine,cake,7f1f9d1182,train
pecan,walnut,7f256db86d,train
walnut,semisweet_chocolate_chip,7f256db86d,train
semisweet_chocolate_chip,white_chocolate,7f256db86d,train
white_chocolate,pecan,7f256db86d,train
water,boiling_water,7f2a6ab175,train
elbow_macaroni,potato,7f36b03abf,train
water,egg_white,7f3c7bdc2e,train
cookie_mix,chocolate_chip,7f3f87ba60,train
red_decorating_gel,almond,7f46b36420,test
turkey,chicken,7f476a458f,train
milk,chicken_stock,7f476a458f,train
water,white_wine,7f4b961fbe,train
flour,achiote,7f4ce6a52f,train
water,flour,7f4ce6a52f,train
vinegar,achiote,7f4ce6a52f,train
chip,chocolate_bar,7f5a1eba61,train
walnut,almond,7f614706a2,train
balsamic_vinegar,soy_sauce,7f8b2fa01d,train
fish,paper_towel,7f8c835c39,test
raspberry,blueberry,7f8fcd8767,train
pea,raspberry,7f8fcd8767,train
herb,tea,7f9314c1e5,test
tea,herb,7f9314c1e5,test
strawberry_yogurt,tea,7f9314c1e5,test
raspberry_yogurt,tea,7f9314c1e5,test
fresh_oregano,garlic,7f932be736,test
waffle,toast,7f9526fce4,train
broccoli,spinach,7f976e5580,train
absinthe,cognac,7f9e3bf894,train
cayenne,absinthe,7f9e3bf894,train
white_pepper,cayenne,7f9e3bf894,train
canned_corn,corn,7fa7a83849,train
milk,canned_corn,7fa7a83849,train
corn,milk,7fa7a83849,train
liquid,corn,7fa7a83849,train
vanilla,ice_cream,7faebe9024,train
peach,vanilla,7faebe9024,train
candy_bar,chocolate,7fb188c4e9,train
black_bean,corn,7fb9b7df66,train
green_onion,tuna,7fc0dab6a6,train
milk,lemon_juice,7fd00b7aee,train
milk,orange_juice,7fd00b7aee,train
meat,chicken,7fd463400c,train
brewed_coffee,chocolate,7fda8c6c84,train
espresso,brewed_coffee,7fda8c6c84,train
butternut_squash,sweet_potato,7fdc0ce215,val
rutabaga,butternut_squash,7fdc0ce215,val
caramel,chocolate_syrup,7fe2e988ae,test
pie_filling,poppy_seed_filling,7fe396af91,train
poppy_seed_filling,nut,7fe396af91,train
vanilla,greek_yogurt,7fe6e3e936,train
berry,sumac,7ff336d0aa,train
cod,hake,80042e3a73,train
flounder,cod,80042e3a73,train
jam,mustard_seed,8009bcf760,train
pickled_vegetable,tomato,800c21606d,val
zucchini,pickled_vegetable,800c21606d,val
arugula,mesclun,800c21606d,val
chicken,arugula,800c21606d,val
cake,pineapple,8010e83ed4,train
pumpkin,cake,8010e83ed4,train
pumpkin,banana,8010e83ed4,train
cream_cheese,creamy_peanut_butter,8010e83ed4,train
pumpkin,cream_cheese,8010e83ed4,train
toothpick,wax_paper,8019cd1c54,train
ham,cooked_beef,801ea0f6c3,val
chicken,ham,801ea0f6c3,val
duck,chicken,801ea0f6c3,val
sugar,egg,8027021f78,train
cream,whipped_cream,802ae32182,train
sausage,cooked_bacon,802bb2e641,train
ham,sausage,802bb2e641,train
ham,jalapeno,80336c4b93,test
ham_hock,ham,80336c4b93,test
bacon,ham_hock,80336c4b93,test
ham_hock,bacon,80336c4b93,test
broth,ham_hock,80336c4b93,test
wine,white_wine_vinegar,8035e15087,test
jar,marshmallow,803a5b436e,test
marshmallow_cream,jar,803a5b436e,test
almond,walnut,8043754251,train
pine_nut,almond,8043754251,train
pizza_sauce,ranch_dressing,80444ee486,train
pork_tenderloin,pork,805826315f,train
flank_steak,pork_tenderloin,805826315f,train
boneless_skinless_chicken_breast,chicken,805826315f,train
flank_steak,boneless_skinless_chicken_breast,805826315f,train
batter,mint,805a9bd66c,train
mint_extract,batter,805a9bd66c,train
vanilla_extract,mint_extract,805a9bd66c,train
sour_cream,margarine,805f9163a3,train
cool_whip,sour_cream,805f9163a3,train
whipped_cream,cool_whip,805f9163a3,train
chicken_broth,vegetable_broth,805ff3713a,train
spaghetti_squash,angel_hair_pasta,8064da6c4a,train
sausage,ham,8064e652c5,train
broccoli,sausage,8064e652c5,train
bacon,butter,80651ac2ec,train
gravy,bacon,80651ac2ec,train
gin,vodka,806f5d8759,train
pea,fresh_asparagus,807079f8ff,test
orange_juice,triple_sec,80804eb7f1,train
tomato,rom,808069a6c5,test
tomato_paste,tomato,808069a6c5,test
oil,brownie,8082489726,train
meat,broth,808a6d1080,train
whole_chicken,chicken_stock,809338ec75,train
chicken_stock,beer,809dd393c8,train
lettuce_leaf,tortilla,809f77e9ca,train
wheat,buttermilk,80a853a230,train
buttermilk,pancake,80a853a230,train
pancake,flour,80a853a230,train
buttermilk,yellow_cornmeal,80a853a230,train
pancake,buttermilk,80a853a230,train
yellow_cornmeal,pancake,80a853a230,train
waffle,rye_flour,80a853a230,train
cornmeal,waffle,80a853a230,train
buckwheat_flour,cornmeal,80a853a230,train
zucchini,yellow_squash,80b11a451e,train
potato,onion,80c28ff6ee,val
jam,jelly,80cb52e662,val
cinnamon_oil,anise,80cfabb089,test
flavoring,cinnamon_oil,80cfabb089,test
fruit,yogurt,80d4cdedc2,train
broccoli_cheese_soup,cheese_soup,80e0ca84ef,test
rice,orzo_pasta,80e2bc338e,train
bell_pepper,mild_green_chili,80e3165e4c,test
jalapeno,bell_pepper,80e3165e4c,test
lemon_zest,lemon_juice,80e7015465,train
lemon_juice,bottled_lemon_juice,80e7015465,train
bottled_lemon_juice,lemon_juice,80e7015465,train
salt,white_sugar,80e7ad3334,test
cold_water,ice,80ee298659,val
cayenne_pepper,red_pepper_flake,80f560a9b3,train
vanilla,sugar,8101189424,val
water,fresh_water,8102d2d240,train
extract,vanilla_bean,810a9263f6,test
bean,vanilla_extract,810a9263f6,test
ice_cream,creme_anglaise,810d800439,train
almond,pecan,810d800439,train
apple,banana,811d69cb35,val
banana,apple,811d69cb35,val
vanilla,extract,81200aec61,val
almond,vanilla,81200aec61,val
orange,almond,81200aec61,val
salt,beef_broth,81203130e3,train
egg_white,meringue,8125f5bb0c,train
marshmallow_cream,egg_white,8125f5bb0c,train
whipping_cream,marshmallow_cream,8125f5bb0c,train
marshmallow,cream_cheese,8125f5bb0c,train
black_bean_garlic_sauce,black_bean,81296f43ca,val
turnip,pork,81327783f4,test
round_steak,turnip,81327783f4,test
